LFHD (x);LFHD (y);LFHD (z);RFHD (x);RFHD (y);RFHD (z);LBHD (x);LBHD (y);LBHD (z);RBHD (x);RBHD (y);RBHD (z);C7 (x);C7 (y);C7 (z);T10 (x);T10 (y);T10 (z);CLAV (x);CLAV (y);CLAV (z);STRN (x);STRN (y);STRN (z);RBAK (x);RBAK (y);RBAK (z);LSHO (x);LSHO (y);LSHO (z);LUPA (x);LUPA (y);LUPA (z);LELB (x);LELB (y);LELB (z);LFRM (x);LFRM (y);LFRM (z);LWRA (x);LWRA (y);LWRA (z);LWRB (x);LWRB (y);LWRB (z);LFIN (x);LFIN (y);LFIN (z);RSHO (x);RSHO (y);RSHO (z);RUPA (x);RUPA (y);RUPA (z);RELB (x);RELB (y);RELB (z);RFRM (x);RFRM (y);RFRM (z);RWRA (x);RWRA (y);RWRA (z);RWRB (x);RWRB (y);RWRB (z);RFIN (x);RFIN (y);RFIN (z);LASI (x);LASI (y);LASI (z);RASI (x);RASI (y);RASI (z);LPSI (x);LPSI (y);LPSI (z);RPSI (x);RPSI (y);RPSI (z);LTHI (x);LTHI (y);LTHI (z);LKNE (x);LKNE (y);LKNE (z);LTIB (x);LTIB (y);LTIB (z);LANK (x);LANK (y);LANK (z);LHEE (x);LHEE (y);LHEE (z);LTOE (x);LTOE (y);LTOE (z);RTHI (x);RTHI (y);RTHI (z);RKNE (x);RKNE (y);RKNE (z);RTIB (x);RTIB (y);RTIB (z);RANK (x);RANK (y);RANK (z);RHEE (x);RHEE (y);RHEE (z);RTOE (x);RTOE (y);RTOE (z)
622.67334;123.940666;1436.693115;699.2538450000001;17.676844;1413.544434;500.403229;18.153709;1462.807861;589.24469;-65.493454;1445.122314;432.73318499999993;-7.802942;1334.778198;288.49505600000003;-2.117171;999.466675;273.931366;-194.345139;1263.470459;513.067078;-9.845675;1027.438232;343.03949;-153.356689;1223.328125;515.351807;168.403076;1283.769409;472.032471;246.860855;1060.897583;388.661896;298.095917;944.971924;450.521423;282.700439;787.773376;494.590759;245.71965;721.319397;405.476776;324.556213;700.7979740000001;506.887329;272.21405;601.585266;518.507629;-187.216812;1278.268555;371.441925;-291.389282;1088.5275880000002;322.13824500000004;-319.32284500000003;989.695251;359.43219;-321.477448;871.007751;394.17572;-257.857635;725.265991;337.182861;-359.356567;730.902466;403.946106;-312.065826;602.234863;466.0903320000001;138.571747;744.955383;469.610291;-160.586121;772.668152;252.41449;41.244568;831.789917;254.77356;-63.054562;828.528381;402.864563;146.00753799999998;383.185486;371.842926;111.692863;228.931625;253.533218;112.482567;-4.012725;189.286392;79.73645;-212.583862;134.839554;33.115528000000005;-222.434448;365.440704;20.159771;-262.246948;469.83197;-221.636932;550.615723;529.679443;-167.653076;242.240158;519.407593;-190.552948;82.35623199999999;564.233521;-165.491745;-220.102783;504.63616900000005;-135.586777;-261.656982;717.412415;-61.678661;-236.819656
626.001648;120.87104;1435.547607;703.63385;16.400656;1412.046509;504.763184;15.95638;1461.856201;594.862061;-66.543823;1443.897583;438.12027;-10.579918;1334.02063;293.08078;-6.474806;998.445557;278.519867;-198.706619;1262.444824;516.5224;-7.606745;1026.2109380000002;351.02002000000005;-157.725311;1221.4904789999998;516.67041;167.148773;1283.464233;471.366089;246.205124;1061.215698;387.062195;296.481476;945.913818;450.130341;282.920502;789.2082519999999;494.49942;246.770966;722.417358;404.237488;324.179565;701.965332;506.538879;273.960297;602.84552;527.426819;-188.547577;1276.440796;382.831268;-294.433441;1085.730835;334.086792;-322.967926;986.382935;371.434631;-323.59671000000003;867.386597;404.862518;-258.172089;722.59906;350.522583;-360.782898;727.281433;415.923645;-311.485382;599.310608;468.74975599999993;139.242828;744.417114;477.66937300000006;-159.607315;770.967346;256.67251600000003;37.675556;830.598999;260.71435499999995;-66.793175;826.672791;406.871857;146.243744;382.419312;376.819244;112.108376;227.844543;255.774826;111.721252;-4.919938;189.487045;79.631401;-212.026688;135.212845;32.893612;-221.36212200000003;365.547211;20.298962;-262.195953;479.717804;-219.351288;548.991943;538.736572;-165.42897;240.434647;525.811279;-186.276077;78.717316;565.786316;-165.1203;-221.439926;504.293854;-136.467453;-261.631165;714.584534;-56.3969;-244.143173
628.5955809999999;123.048569;1437.333252;708.4506230000001;19.051668;1413.079712;509.257629;13.025551;1460.686157;600.810974;-67.912727;1442.6665039999998;443.19659400000006;-13.93169;1332.961426;297.735474;-9.808032;998.0047;283.177429;-202.043701;1261.9997560000002;519.8809200000001;-5.358756;1024.823364;359.458862;-162.43598899999998;1219.442017;518.184265;165.859818;1283.393188;471.07962;245.47847;1061.98645;385.348633;294.579163;946.912781;449.171875;282.921173;790.561279;494.127228;247.896439;723.519592;402.687042;323.85968;703.309204;506.026276;275.825775;604.220398;536.529602;-189.804337;1274.485229;394.349945;-297.409149;1082.5571289999998;346.418396;-326.441345;983.087952;384.581879;-325.416962;862.443115;415.792328;-258.285858;719.820374;363.993988;-362.503906;723.7669070000001;428.081635;-310.494019;596.120483;471.063263;139.67846699999998;743.587158;485.678528;-158.825455;769.49707;260.723633;34.273132000000004;829.854858;266.469971;-70.410095;826.346069;411.006775;146.413208;381.34021;381.927155;112.146873;226.332169;258.069092;110.338013;-6.449237999999999;189.859924;79.380539;-211.184677;135.729492;32.556023;-219.72438;365.625366;20.148083;-262.512817;489.266083;-217.192307;547.618469;547.80896;-166.503204;242.418823;533.119385;-184.762238;78.428055;567.344971;-165.038025;-221.612488;504.750671;-137.120743;-260.685394;712.727661;-52.947155;-249.328873
631.760437;121.911331;1437.452393;712.647766;19.377546;1412.006226;512.9992070000001;10.566558;1461.036255;607.093567;-69.053207;1441.709473;448.611725;-17.375726999999998;1332.1032710000002;302.448517;-13.243398999999998;997.992371;287.89328;-205.48288;1261.983032;523.157471;-3.223837;1023.561096;367.875946;-166.567551;1217.278442;520.293396;164.674377;1284.029175;470.605408;244.476944;1062.81311;383.704559;292.366486;948.046387;442.654297;281.35495;783.475952;493.708923;248.705292;724.4582519999999;400.908875;323.345398;704.803101;505.247162;277.705811;605.574524;545.583435;-190.055435;1271.725342;406.293365;-300.411316;1079.58667;358.991028;-329.860474;979.555969;397.30481;-327.172455;859.032959;427.000916;-258.083191;717.223816;377.683716;-363.88913;720.1403809999999;440.28125;-309.399353;592.864685;473.273254;140.355743;742.937805;493.318115;-157.57293700000002;768.039612;264.865723;30.251884000000004;828.975281;272.212067;-72.98009499999999;822.801147;415.26001;146.796799;380.18988;387.979095;112.471664;225.68479900000003;261.085663;112.501755;-3.353873;189.746185;80.16600799999999;-209.35524;136.496475;31.569052000000003;-217.870148;365.766815;20.239183;-262.528107;498.536011;-215.161011;547.0401;557.966187;-162.00076299999998;239.559616;541.1542360000001;-183.76564;79.065155;570.112732;-164.382629;-221.693375;506.334259;-137.636154;-259.567139;713.2177730000001;-50.620575;-252.246475
635.251648;121.156631;1437.969604;717.768921;20.016373;1411.665405;518.4178469999999;7.925510000000001;1460.5310060000002;613.5294190000001;-70.118843;1440.761719;454.537781;-20.776947;1331.499023;307.534729;-15.503348;996.387146;292.982269;-207.746689;1260.373413;526.3760990000001;-1.144528;1022.409302;376.817078;-170.340012;1214.658081;522.7227780000001;163.51629599999998;1285.051636;470.430878;243.254654;1063.929321;381.979675;289.788696;949.083618;441.465027;281.141785;785.099854;493.373779;249.784683;726.3020019999999;398.902252;322.768951;706.452942;504.116821;279.471771;607.128723;554.916077;-190.860413;1269.764038;418.63562;-302.939667;1076.45752;372.114227;-332.903412;976.569397;410.194275;-328.846375;855.8950199999999;438.274872;-258.04699700000003;714.748413;391.454468;-364.880127;716.852905;452.643127;-308.19766200000004;589.985901;475.629913;141.09523000000002;742.912537;500.520111;-156.602615;766.7512820000001;269.04245;27.158592;828.654175;278.029358;-75.553886;822.690063;419.90741;147.321854;379.481903;393.8797;113.067612;224.399185;264.596893;111.14106;-3.323499;190.508163;79.5755;-207.888947;137.238632;30.706051;-215.371796;365.863342;20.326948;-262.52301;507.66046100000005;-213.246735;546.930786;567.891968;-159.92067;240.480057;550.645264;-185.81282;82.160881;573.3457030000001;-163.820419;-221.50991800000003;507.818237;-138.20031699999998;-259.31451400000003;715.729919;-50.327557;-253.950562
638.9161379999999;120.218788;1438.302612;722.9689940000001;20.313887;1411.304443;524.015198;5.278287000000001;1459.801392;619.843079;-71.386154;1439.789551;460.719666;-24.324757;1331.225342;312.700714;-18.945097;995.994873;298.151093;-211.192276;1259.976685;529.550659;0.908136;1021.451233;386.123444;-174.755997;1212.959351;524.7197269999999;161.809952;1285.1171880000002;470.212463;241.754852;1064.958618;380.731964;287.307922;951.105591;441.872894;280.978363;789.662903;492.62384;250.763351;728.0936280000001;396.764679;321.95871;708.48175;502.716614;281.263428;608.795471;564.526062;-191.437714;1267.92688;431.4096070000001;-305.665619;1073.907593;385.420837;-335.77063;973.22876;423.44751;-330.26358;852.8269650000001;449.555756;-257.798187;712.275696;405.475098;-366.188416;713.74115;464.835541;-306.78479;587.059387;477.014221;141.416107;741.711975;507.84890700000005;-155.639587;765.354797;272.942139;24.020676;828.2147219999999;284.129089;-78.969627;822.3445429999999;425.903442;144.840302;377.015686;400.430908;114.037971;223.916946;267.795074;110.68856;-1.878634;191.033493;78.49269100000001;-205.421234;138.473801;27.791794;-212.388336;366.133606;20.400246;-262.511719;516.379333;-211.836548;546.849365;577.1413570000001;-161.231293;244.300842;559.928528;-185.236053;82.463463;575.508423;-164.013779;-221.872116;509.199097;-139.009262;-258.396667;718.822632;-52.284576;-255.854462
642.615417;119.993172;1438.812012;728.1738889999999;21.281139000000003;1410.639038;529.908936;2.99998;1459.36731;626.278809;-72.279228;1438.671509;466.765076;-27.523584000000003;1330.7692869999998;317.937469;-22.476622;996.168274;303.390686;-214.727661;1260.145752;532.307129;3.00318;1020.242004;395.566406;-179.013077;1211.798218;527.863098;160.52153;1286.2692869999998;470.447296;240.205795;1066.628174;379.492798;284.431396;953.09436;440.213623;280.315979;791.102539;489.815063;250.37727400000003;727.18573;394.479645;320.964722;710.521851;501.261841;283.085846;610.890991;574.268433;-192.050812;1266.282593;444.32348600000006;-307.145233;1070.841309;399.057007;-338.192108;970.639465;436.869659;-331.354584;849.8797;461.150696;-257.45297200000005;709.916565;419.638458;-366.785919;710.731689;477.249634;-305.3237;584.459167;479.393646;142.27504;742.648254;515.381714;-154.760162;764.151611;276.467987;21.380817;827.745056;290.143738;-81.501587;822.681946;430.809357;145.165054;376.643829;407.057343;115.260101;223.509628;271.031158;110.196342;-0.722183;191.885941;77.649918;-203.037125;140.28268400000002;27.590017;-208.914551;366.324219;20.642347;-262.44787599999995;524.50177;-210.781342;546.552124;585.565979;-160.16996799999998;244.157333;568.58905;-184.351608;82.29271700000001;576.7335820000001;-163.867096;-222.33224500000003;509.87912;-139.398453;-257.761627;721.120728;-52.918774;-256.976196
647.2305299999999;116.039459;1437.89917;733.591431;19.446276;1409.2692869999998;535.612976;0.6475609999999999;1459.0272220000002;632.8476559999999;-73.34863299999999;1437.930542;472.799347;-30.26013;1330.427856;322.882813;-26.014631;996.148376;308.33880600000003;-218.269516;1260.121582;535.124512;4.965485;1019.211792;404.992462;-182.883804;1210.67041;530.87738;159.01980600000002;1287.11438;470.867065;238.552475;1068.345215;378.128113;281.419678;954.81488;438.90451;279.5448;793.358032;488.870514;251.038879;728.893372;391.846649;319.802917;712.80542;499.52066;284.659576;612.596313;584.1406860000001;-192.15303;1264.679199;457.47604400000006;-308.914764;1068.3557130000002;412.997894;-339.970551;967.81897;450.292938;-332.283051;847.371643;472.813171;-257.046967;708.059204;434.046234;-367.45871;708.150452;489.605621;-303.75784300000004;581.738098;480.5590820000001;141.98588600000002;741.9539179999999;522.613892;-154.011902;763.554199;280.340363;17.826439;828.012878;296.174042;-84.670181;823.195801;434.482452;149.98498500000002;379.299347;413.934479;117.094971;223.312866;274.77957200000003;110.116531;1.390234;192.822617;76.961235;-200.008743;141.353455;26.634602;-204.347305;366.534241;20.730566;-262.439484;532.222473;-210.018967;546.760986;593.075378;-156.590103;240.946564;574.941467;-183.675873;82.303078;577.790771;-163.6082;-222.348831;510.30307;-139.492569;-257.38446;721.304871;-51.427799;-257.669556
650.831848;118.118729;1439.9415279999998;738.9375;21.99547;1410.061035;541.5280759999999;-1.439171;1458.958374;639.4970089999999;-74.199966;1437.275391;478.842407;-33.201668;1330.007324;328.233826;-30.250748;996.218262;313.692657;-222.50949100000005;1260.1872560000002;537.935425;6.714225;1018.399719;414.600159;-186.825714;1209.487061;534.101929;157.580475;1288.051392;471.365204;236.736877;1070.026123;377.278229;278.718079;957.517151;436.045044;278.376526;793.446228;487.613617;251.748947;730.7832030000001;389.338684;318.44989;715.325745;495.700928;285.169708;612.6210940000001;594.113464;-191.949966;1263.361938;470.684906;-310.593536;1066.129639;426.836487;-342.040771;965.67334;463.905762;-332.952942;845.299683;484.6215820000001;-256.398224;706.218262;448.294952;-367.669403;705.6973879999999;502.09082;-302.151672;579.6396480000001;482.304535;141.933426;742.487;529.669678;-153.345459;763.2636719999999;284.096741;14.859654999999998;828.6905519999999;302.349548;-87.819092;823.372253;439.669708;151.493546;380.119171;421.332886;119.457458;223.23892200000003;278.942047;110.598869;4.038867;193.986267;76.52203399999999;-195.748276;143.29093899999998;26.074932;-199.44075;366.722473;20.902746;-262.434906;539.431702;-209.731918;547.262085;598.774963;-158.42337;243.127701;578.555847;-183.538574;81.862282;578.35321;-163.12931799999998;-222.427032;510.619171;-139.858246;-257.28326400000003;722.460144;-51.271801;-258.459442
654.701355;119.565781;1441.532471;744.4230349999999;23.978109;1410.850708;547.449463;-3.159459;1458.7758789999998;646.264404;-75.02510799999999;1436.82959;485.098358;-35.620495;1330.127808;333.467926;-33.907242;997.20575;318.929626;-226.169815;1261.170532;540.594971;8.405566;1017.598633;424.369141;-190.104523;1208.945679;537.044189;156.115601;1288.781372;472.04165599999993;234.855286;1071.8203130000002;376.265839;275.638275;959.764221;435.034393;277.577759;796.507263;486.384979;252.260712;732.587158;386.411194;316.679016;717.412537;493.088409;286.333588;614.153809;604.141479;-191.559753;1262.211304;483.73172;-311.835175;1064.096313;440.483429;-344.087646;963.673035;477.5466;-333.60675;843.410217;496.333954;-255.746124;704.578613;462.642029;-367.874481;703.560303;514.692322;-300.426971;577.881348;483.483398;141.46431;742.820923;536.650574;-152.4758;763.060181;287.734283;11.155791;829.588928;308.260223;-90.985832;824.230164;445.012573;153.144974;380.566437;429.719482;122.567703;223.626953;283.850464;111.242928;7.049438;196.428177;76.509918;-191.867233;146.22868300000002;25.039747;-193.403625;366.970215;21.156073000000003;-262.424225;546.249817;-209.75737;547.807495;603.514099;-155.092285;240.020233;580.8591309999999;-183.325668;81.331123;578.7604980000001;-162.36441000000002;-222.726563;510.45346100000006;-138.77475;-257.062775;724.11969;-51.573486;-259.298737
659.147034;118.844116;1442.245605;750.0153809999999;24.507881;1410.924438;553.4948730000001;-5.06473;1458.925293;653.07251;-75.594971;1436.644897;491.73996;-38.238018;1330.419312;338.820404;-37.738483;997.961243;324.284882;-230.004898;1261.921509;543.0936889999999;9.981812;1016.829041;434.084259;-193.26474;1208.298096;540.219299;154.888351;1290.101685;472.857117;233.081741;1073.69812;375.396729;272.454285;962.057251;432.753174;276.493103;797.666321;485.066925;252.58752400000003;734.330688;383.508484;314.930115;719.938965;490.122864;287.213898;615.5729980000001;614.1063230000001;-191.083893;1261.328857;496.886108;-312.737885;1062.132935;454.155182;-345.466278;961.899475;490.888611;-333.964905;841.7404789999999;508.144745;-254.953079;703.282837;477.032776;-367.801819;701.787415;527.410339;-298.700012;576.711487;484.558105;140.727234;743.238892;543.609558;-151.581436;763.311279;291.246643;7.221764999999999;830.472168;314.360596;-94.701454;825.280334;450.593079;155.507446;381.784241;438.788666;126.144943;224.541519;289.810638;112.745903;11.364624;199.160446;76.872704;-186.702637;149.520767;25.35408;-186.08638;367.259521;21.431311;-262.435883;552.5153809999999;-210.03442400000003;548.526001;606.530579;-155.04136699999998;239.278091;581.990051;-180.142181;77.963982;579.131226;-162.043793;-222.95549;510.41745;-138.440109;-256.801453;724.707947;-50.620552;-259.80481000000003
663.975342;116.117523;1442.074341;755.682556;23.778378;1410.0817869999998;559.802368;-6.784159;1459.378418;659.933228;-76.05416899999999;1436.549072;498.320801;-40.600697;1330.73645;344.179321;-42.234486;998.73877;329.646606;-234.504761;1262.694702;545.395386;11.627198;1016.263245;443.925812;-196.22377;1207.781982;543.16272;153.62261999999998;1291.335815;473.631805;231.230011;1075.536987;374.72998;269.19281;964.334229;431.22689800000006;275.24292;799.816223;483.40762300000006;252.557129;735.887146;380.654144;313.052917;722.328796;487.219238;287.94183300000003;617.3965450000001;624.073364;-190.247955;1260.388062;509.798889;-313.564728;1060.729736;467.762024;-346.64621;960.153076;504.26501500000006;-333.829285;840.3994140000001;519.942871;-253.859131;702.317993;491.078674;-367.340149;700.024048;539.831055;-296.528168;575.667175;485.852905;140.153809;744.6231690000001;550.312683;-150.84552;763.691284;294.296692;4.542701;830.425476;320.197815;-98.745224;825.726501;456.928009;158.271896;384.053925;448.56488;130.253555;225.614517;296.970581;112.937256;14.274596;203.173004;77.141052;-180.789627;153.69793700000002;25.29867;-177.904358;367.7005;21.797939000000003;-262.22702000000004;558.274597;-210.38929700000003;549.100525;608.063171;-158.251389;241.716843;582.8946530000001;-180.199951;77.562691;579.5207519999999;-161.854172;-222.932999;510.452972;-138.328201;-256.667389;725.227417;-50.072636;-260.441803
667.8534549999999;117.998421;1443.665649;761.236023;26.100451;1411.179443;566.080383;-8.108189999999999;1459.552856;666.800476;-76.51899;1436.748291;505.059357;-43.235573;1331.160645;349.358673;-45.937439000000005;1000.161865;334.828796;-238.211563;1264.1134029999998;547.9005129999999;12.874723;1016.013855;453.85199000000006;-199.209259;1207.5622560000002;545.8601070000001;152.535126;1292.765625;474.459961;229.462936;1077.5234380000002;374.627533;266.500702;967.584656;430.552368;273.976379;803.266296;481.926819;252.502625;737.546326;377.881348;310.967926;724.912292;484.157532;288.454071;619.195251;634.003235;-189.373215;1259.757324;522.63269;-313.873932;1059.675049;481.063416;-347.673706;958.907898;517.131897;-332.97753900000004;838.4693599999999;531.654175;-252.412445;701.6745;505.275299;-366.718964;699.0722049999999;552.437805;-294.44586200000003;574.730408;486.566528;139.234299;745.862488;556.73175;-150.000793;764.43512;298.66568;0.04096;832.2863769999999;326.848694;-101.554237;827.479736;463.31427;161.288101;386.16861;458.998291;135.104218;227.299347;304.843567;116.365723;20.853035;208.092773;77.63114200000001;-174.194717;159.100113;25.096231;-168.778946;368.308167;22.36882;-262.110748;563.385437;-210.935364;549.434692;609.819214;-156.054901;237.590179;584.024414;-180.375183;77.086578;579.782104;-161.724823;-223.202316;510.54364;-138.32106000000002;-256.508179;725.769775;-50.019844;-261.11792
667.14325;119.909698;1442.120728;764.134583;30.405968;1408.836426;572.2162480000001;-9.180617;1460.098999;673.4386599999999;-76.573418;1436.842407;511.773834;-45.231625;1331.814331;354.612793;-49.976601;1001.399292;340.085724;-242.254578;1265.346802;550.072815;14.095127;1015.641479;463.951996;-201.917664;1207.506836;548.463074;151.478653;1294.179077;475.267487;227.91384900000003;1079.658569;373.948853;263.244598;969.583679;429.086731;272.550415;805.579529;480.277435;252.290848;739.247803;374.897766;308.712891;727.359192;480.91925;288.645325;620.78479;643.819214;-188.196701;1259.055908;535.1474;-314.200256;1058.484985;494.34726;-348.510498;957.799988;530.399719;-332.786407;837.923767;543.039734;-250.945236;701.37677;519.268311;-365.535095;698.058167;565.003113;-292.078583;574.198608;487.036316;138.395172;747.25;562.997742;-149.04165600000002;765.011475;302.559784;-3.778199;832.408813;333.17202799999995;-105.28968799999998;828.7937009999999;470.463318;164.235306;388.473206;469.836578;140.729599;230.556915;313.075439;118.629097;26.462208;212.606903;77.948914;-166.058701;165.52563500000002;25.069254;-158.968536;369.386688;23.268341;-262.002045;568.0643309999999;-211.565231;549.3966059999999;611.1357419999999;-156.805038;237.159042;585.741272;-180.803864;77.105049;580.094604;-161.779434;-223.368134;510.488739;-138.090424;-256.51419100000004;725.9064940000001;-49.68298;-261.276459
676.899109;118.212639;1445.994995;772.237671;28.521837;1411.944336;578.221069;-10.402278;1460.719604;680.1828;-76.35764300000001;1436.990601;518.421387;-47.070366;1332.320679;358.761841;-54.023121;1003.621704;344.23761;-246.304932;1267.564697;552.327087;15.009404;1015.434998;473.953125;-204.173096;1207.470337;551.096558;150.514557;1295.727417;475.762634;226.308868;1081.386108;373.538239;260.100281;971.884888;427.829437;271.177856;808.25531;478.0495;251.488678;739.560181;372.120575;306.463348;730.047791;477.87323;288.67688;623.0136719999999;653.505615;-186.807388;1258.732178;547.451721;-314.246338;1057.696655;507.413452;-349.076813;957.008423;543.104675;-331.857117;837.268555;554.1731570000001;-249.403061;701.1444700000001;533.042664;-364.336334;696.977295;577.495728;-289.616608;573.821228;487.411652;137.4245;749.077698;569.010803;-147.920944;765.770813;306.17334;-8.146047;834.364807;339.212158;-109.066956;830.372192;477.1828;168.016617;391.394287;480.25885;146.389557;233.730209;322.133545;121.128723;32.634098;218.921265;78.487144;-157.876785;172.770859;25.064123;-148.794922;370.011566;24.001318;-262.966095;572.1693730000001;-212.06304900000003;549.245544;613.00885;-158.022476;237.599655;587.230652;-181.342163;76.966454;580.386169;-161.738358;-223.384537;510.647949;-138.34080500000002;-256.315247;726.1190190000001;-49.619595;-261.469238
675.428345;120.133286;1444.476807;774.727905;33.464352000000005;1409.771118;584.1537480000001;-11.066561;1460.951416;686.778015;-75.87786899999999;1436.948242;525.011108;-49.135315000000006;1333.114014;364.750061;-57.836929000000005;1004.516113;350.228638;-250.122574;1268.454834;554.451233;15.597641;1015.14624;483.934448;-206.604004;1207.603027;553.777649;149.623352;1297.379395;476.35202;224.810684;1083.578735;373.213318;256.968567;974.154114;425.764221;269.495636;809.792419;476.455597;251.328262;741.8273929999999;369.376099;304.157928;732.551697;474.533813;288.52124;624.627869;662.99646;-185.085373;1258.3540039999998;559.684265;-314.268372;1057.102295;520.355225;-349.617706;956.336609;555.792053;-330.836548;836.42804;565.304321;-247.660446;701.2244870000001;546.743103;-363.300751;696.587463;589.6979980000001;-286.776123;573.653564;487.789429;136.549606;751.502197;574.719788;-147.101135;765.977417;309.921875;-12.294184;835.948059;345.0625;-113.023041;831.6604;484.42157;168.638733;392.058777;490.269226;152.285248;237.104782;330.99179100000003;123.395775;38.53389;225.973831;78.814514;-149.852829;180.620331;24.533051;-138.898209;371.360046;24.554173;-262.58364900000004;576.013306;-212.542603;549.4328;614.833557;-158.816513;237.742157;589.160217;-181.791748;76.735641;580.665039;-162.016037;-223.45137000000005;510.693298;-138.53878799999998;-256.432861;726.22821;-49.608913;-261.645691
679.525085;120.963394;1445.296753;779.7507929999999;35.300243;1409.709106;590.143188;-11.623696;1461.774414;693.2226559999999;-75.301117;1437.171021;531.462036;-50.58696;1333.751343;370.590851;-61.221195;1006.139771;356.072205;-253.510681;1270.073975;556.735596;16.260624;1015.117676;493.560791;-208.454727;1207.7341310000002;556.210144;148.79771399999998;1298.81604;476.818085;223.30726600000003;1085.486206;373.240601;253.972885;977.014893;424.790405;267.984558;812.873779;474.427155;250.467743;742.774841;366.572388;301.725098;735.1367190000001;471.215576;288.065216;626.1777950000001;672.368958;-183.282852;1258.233521;571.454834;-313.945282;1056.627563;532.9865110000001;-349.814484;955.812744;568.22113;-329.8078;836.635071;576.002747;-245.731567;701.311951;560.304504;-361.79068;696.200867;601.736145;-283.609711;573.680908;488.00824000000006;135.506104;753.508972;580.069458;-145.79615800000002;766.1592410000001;313.608246;-16.450718;837.3895259999999;350.973267;-116.665161;833.219299;490.458862;176.034286;399.039215;499.9591980000001;158.461975;241.491104;340.290894;126.07608799999998;44.794746;233.449936;78.74569699999999;-141.68251;188.822205;24.332792;-128.245117;373.080353;24.981003;-261.64495800000003;579.651062;-213.277451;549.795166;616.591125;-159.439941;237.645157;590.459412;-182.819397;76.38916800000001;580.841309;-162.13562;-223.537598;510.759521;-138.74614;-256.52179;726.300842;-49.706844;-261.783234
683.883423;121.397652;1446.34436;784.865723;36.821602;1410.305542;595.58667;-11.874481;1462.221802;699.4212650000001;-74.48136099999999;1437.3942869999998;537.678528;-51.980892;1334.361938;376.010254;-64.47081800000001;1007.310242;361.494385;-256.76413;1271.240356;558.653015;17.123165;1015.150574;503.33136;-210.461792;1208.1616210000002;558.354309;147.888504;1299.905273;477.305939;221.895554;1087.519409;372.88092;250.869629;979.42395;423.373138;266.204041;815.293762;472.495422;249.906433;744.442017;363.707733;298.994019;737.181274;467.816101;287.617523;627.684692;681.252441;-181.042252;1257.666016;583.003662;-313.447571;1056.270752;545.267883;-350.049255;955.136719;580.3604740000001;-328.746155;836.472107;586.59198;-243.647659;701.87207;573.740234;-359.90979;695.741333;613.747253;-280.181793;574.174805;488.324066;134.563705;756.050476;585.465271;-144.824173;766.14563;317.135986;-20.959791;838.719177;356.687378;-120.372169;835.258606;496.489929;180.427338;403.560333;509.07309;164.974289;246.685608;349.547791;128.600082;51.156425;240.07373;77.864273;-132.87248200000002;196.6008;23.271927;-117.16848;375.560486;25.682667;-258.754486;582.912598;-213.60881;549.992798;617.880493;-162.459503;240.488235;591.729675;-183.299194;75.875084;581.031555;-162.287354;-223.566467;510.806152;-138.88888500000002;-256.526917;726.4055179999999;-49.76358;-261.868652
688.021301;121.888672;1447.340942;789.834473;38.508011;1410.526733;601.353821;-12.281698;1462.87793;705.626648;-73.68621800000001;1437.575562;543.901489;-53.160656;1335.155884;381.461426;-67.818878;1008.687744;366.948425;-260.116058;1272.6134029999998;560.9500730000001;17.897129;1015.759705;512.605408;-211.976044;1208.419189;560.844971;147.393799;1301.6623539999998;477.517639;220.483154;1089.344727;372.020538;247.567795;981.069275;421.955841;264.490234;817.5634769999999;470.809296;249.182861;746.314209;361.143799;296.568787;739.887939;464.67749;287.13909900000004;629.771851;690.0447389999999;-178.409637;1256.790283;594.412842;-312.82489;1056.147339;557.45343;-350.003723;955.066345;592.414246;-327.686127;836.4506230000001;596.219971;-238.096039;699.2948610000001;586.926025;-357.899384;695.410217;625.060242;-276.756744;574.504944;488.614319;133.60965;758.614929;590.427307;-143.656265;766.3377690000001;320.897217;-25.097317;840.5932619999999;362.148743;-123.954376;836.8740230000001;500.930725;185.231277;409.037872;517.343567;170.88771100000002;250.33876;358.573212;131.73019399999998;57.73404300000001;246.151779;76.38503299999999;-122.797737;204.101639;20.971521;-105.960541;379.435608;26.145943;-253.561081;586.92804;-213.697113;550.394714;618.988953;-163.08050500000002;240.574158;592.63147;-183.489304;75.55435899999999;581.0612179999999;-162.342682;-223.683472;510.846252;-138.981842;-256.485809;726.425598;-49.786938;-262.025909
